GeneID	CTR02A	CTR02B	CTR02C	CTR02D	CTR02E	CTR02F	CTR19A	CTR19B	CTR19C	CTR19D	CTR19F	CTR19H	HD17A	HD17B	HD17C	HD17E	HD17F	HD18A	HD18B	HD18C	HD18D	HD18F	HD20A	HD20C	HD20D	HD20E	HD20F	HD20G
TAS1R1	2	4	1	0	5	7	3	0	0	1	6	0	3	3	0	3	2	0	1	2	2	1	4	3	1	0	0	8
LOC107984912	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB48	816	749	737	865	785	629	322	302	296	337	636	282	312	339	237	403	250	283	307	298	356	337	345	311	287	418	378	728
KLHL21	2204	1746	1817	2420	1910	1741	406	239	337	391	922	639	988	1036	632	719	699	620	436	591	996	944	562	380	251	566	918	684
LOC107984913	44	40	48	68	36	29	27	5	7	25	38	33	23	25	35	35	24	46	43	51	48	68	15	10	14	21	44	27
PHF13	2295	2841	2020	2410	2777	2600	521	392	494	880	973	1517	1254	1913	1475	2466	1569	1975	1674	1681	2023	1807	753	649	593	867	2047	2234
THAP3	1010	962	1154	1239	888	688	253	207	219	268	435	568	310	409	399	781	449	467	574	501	479	444	260	268	260	311	676	682
DNAJC11	2985	2804	2210	2695	2832	2386	600	430	410	776	1399	1145	1338	1460	1130	1448	1272	1673	735	1223	1429	1474	752	492	473	873	1630	1632
LOC100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1	3868	5142	4171	4705	4697	3540	1340	1262	1197	2128	2808	2557	2090	2278	2814	4578	2836	3107	4020	3082	2474	2964	1551	1688	1728	1919	3117	8364
LOC100129476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376692	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1
LOC102725193	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LOC101928836	0	0	0	0	1	0	1	1	0	0	1	1	0	2	0	0	1	1	2	1	2	0	0	0	0	1	0	0
LOC105376691	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC105376689	51	65	58	57	66	24	149	193	147	225	399	24	9	24	30	65	42	41	60	59	23	49	229	251	370	307	78	1322
VAMP3	5631	4826	2600	3884	5012	5576	1074	782	1105	1199	2170	2439	4328	5920	3201	2188	2563	1816	2032	1480	4133	3808	1123	830	591	1346	2299	2378
PER3	1141	1318	1100	1456	1209	1238	349	272	306	513	1084	626	686	863	717	852	594	519	777	605	516	506	379	221	346	539	939	1293
UTS2	0	9	0	1	0	85	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TNFRSF9	13	36	7	9	7	15	0	1	12	3	19	5	36	64	21	4	12	4	12	7	4	25	7	2	0	2	0	0
PARK7	15380	12346	11714	12748	11612	11843	2193	1477	2023	2458	4361	6788	7489	8467	5637	8641	6311	6517	6895	6647	8171	7318	1721	1520	1174	2146	6981	3992
ERRFI1	2232	2422	1741	1937	2447	2699	462	366	743	556	920	965	2248	2235	1837	1260	1084	1270	1106	967	2356	1836	906	732	230	770	789	996
RPL7AP18	1	1	2	0	0	0	1	0	3	0	5	18	9	12	10	17	7	3	9	8	11	11	0	3	2	3	15	9
LOC107984914	0	2	0	3	0	2	3	0	0	0	1	0	0	0	1	0	0	6	3	1	1	0	1	2	2	0	0	1
LOC107984915	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC102724539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376695	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC45A1	452	527	367	505	449	420	85	57	78	114	180	187	271	188	136	136	91	186	97	161	203	248	100	68	49	68	122	100
RERE	12269	14374	10714	14351	18174	10843	3712	2605	2601	5044	6371	6759	5719	5555	7502	11449	8641	11560	6908	8979	8145	8972	5512	3639	3006	4858	10684	9608
LOC102724552	0	2	0	0	1	1	0	4	2	1	7	0	1	0	0	1	0	1	12	2	1	1	1	1	0	0	0	0
SNORD128	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
RPL7P11	1	4	2	1	0	1	3	1	0	2	3	29	12	12	7	11	16	19	19	13	11	14	1	0	1	2	18	11
RPL7P7	0	3	0	0	0	0	0	0	0	2	28	18	5	4	7	17	7	11	31	21	12	14	1	0	2	1	13	16
ENO1	72677	58447	58047	63984	49596	60681	7186	9275	9174	11805	24443	30742	39613	37954	24204	66057	30695	28553	22777	31527	31297	23487	8147	5815	6118	7911	33349	18018
MIR6728	3	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENO1-AS1	6	7	6	3	3	10	2	0	0	2	3	5	2	6	2	0	2	0	6	3	7	4	0	2	0	0	2	4
HMGN2P17	232	221	216	249	224	169	251	218	277	406	477	1123	652	964	942	2368	1527	1477	1700	1419	1395	1114	293	362	357	470	2115	1706
CA6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RN7SL451P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A5	17	17	14	21	5	3	5	8	6	13	38	7	6	10	18	13	3	15	10	15	36	14	31	0	10	33	22	45
LOC107984916	18	14	11	21	14	20	8	30	15	12	47	18	25	12	7	6	4	22	38	13	26	21	23	20	16	24	17	42
GPR157	13	18	13	16	9	10	5	5	8	6	21	9	12	4	2	4	8	7	9	6	22	8	13	6	6	12	6	14
MIR34AHG	27	43	27	44	40	31	165	230	167	190	609	29	46	24	18	52	25	52	156	70	73	87	269	248	208	364	47	896
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724571	82	89	39	49	46	76	14	9	22	35	81	55	44	35	34	27	15	36	64	28	79	55	37	24	26	58	47	79
H6PD	3432	4982	2235	3176	3555	4821	1325	1072	1354	2067	3063	2538	3030	2832	2357	1768	2081	2653	2672	2465	3749	3435	1839	1142	1043	1836	2885	3041
SPSB1	789	483	856	1211	424	769	174	63	81	72	524	230	348	136	123	141	109	223	183	167	320	132	128	24	22	68	162	74
LOC100506022	268	326	243	309	306	290	51	9	15	40	98	120	125	134	94	97	70	105	80	75	115	149	36	8	16	46	96	80
SLC25A33	924	1055	687	966	764	863	125	111	138	201	417	415	466	617	339	673	433	579	512	555	518	688	183	105	188	211	829	843
RPL9P11	5	9	4	2	3	3	14	10	12	26	34	34	23	21	19	34	25	28	37	24	28	28	10	5	15	9	33	82
TMEM201	3390	2909	2442	3081	2757	2779	436	381	327	666	895	876	1247	1261	714	1262	917	920	712	929	1297	975	631	408	375	481	1401	764
LOC107985734	7	16	13	8	17	8	0	3	3	6	16	6	4	1	3	10	2	12	5	6	3	6	8	8	2	8	7	14
LOC105376712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD	198	321	218	221	159	180	102	156	131	210	208	281	333	410	363	334	316	445	258	343	496	573	261	259	183	316	405	461
PIK3CD-AS1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PIK3CD-AS2	43	55	22	24	24	55	2	3	9	6	9	7	50	59	32	9	27	2	6	8	53	32	8	9	3	8	16	14
CLSTN1	25674	22835	19392	25687	25453	21382	4849	2968	3641	6176	9265	11603	15396	12323	10115	13315	9752	10334	9004	11566	12919	14008	6076	3353	2567	5465	13445	7197
CTNNBIP1	5807	6135	4650	5323	5776	5098	826	542	603	1283	1769	2923	2036	2756	1774	3694	2632	2965	2252	2668	3059	2972	814	677	655	978	3993	2121
LOC105376717	1	3	3	1	3	0	1	0	0	4	5	0	2	0	0	0	0	0	3	2	0	3	2	5	1	2	0	3
LZIC	3925	4396	3614	4654	3947	3343	1123	587	652	1251	2433	2972	2113	2545	2289	3626	2845	3436	3004	2860	2833	2852	973	701	705	1112	3861	2821
NMNAT1	485	545	414	557	540	410	155	121	130	162	412	308	303	339	269	221	259	205	313	241	378	309	155	108	91	207	298	380
RN7SKP269	6	4	0	6	0	3	0	0	0	2	4	1	1	2	0	0	0	1	1	3	0	2	1	0	0	1	0	0
MIR5697	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
RBP7	4	6	7	6	1	2	10	2	2	2	2	7	6	13	14	9	8	0	1	3	6	5	8	8	1	0	5	2
UBE4B	6952	6021	5562	6910	5730	4489	1433	978	1003	1716	3184	3371	3548	3604	3047	4681	3413	3888	3387	3634	3576	3280	1347	921	870	1348	3595	3264
KIF1B	36008	33523	32594	47822	32390	24788	8547	3766	3829	10164	19916	21980	17669	21719	18221	29434	21285	28063	21638	25376	19761	21964	9206	4742	5369	9181	27130	19167
MIR1273D	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-37P	2	2	1	5	3	0	0	0	0	0	7	4	1	2	0	0	4	0	4	8	1	3	2	1	1	0	0	5
LOC105376725	1	4	7	2	4	6	9	7	12	12	79	0	8	2	6	10	9	17	44	19	13	8	16	12	2	9	8	35
PGD	24050	18472	15799	19010	18875	20599	2994	2428	2410	3932	6076	9827	13076	14196	8840	13675	10021	9730	7703	9869	11797	11299	3543	2378	1913	4228	12599	5844
APITD1-CORT	16	12	5	7	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APITD1	100	88	33	50	84	76	22	14	21	20	25	17	39	68	28	48	49	41	86	44	74	47	24	16	12	18	60	80
CORT	7	8	13	10	5	7	19	8	8	14	32	5	3	3	5	2	2	3	3	3	10	3	6	8	8	9	4	32
DFFA	1053	1114	802	1142	953	944	322	185	231	403	739	724	629	729	573	554	642	523	507	540	834	726	369	214	184	327	989	475
PEX14	1468	1373	1145	1362	1322	1097	220	183	200	361	448	449	491	632	437	662	443	440	410	486	599	532	273	203	165	261	579	346
RN7SL614P	0	1	1	0	1	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	6
CASZ1	242	566	232	334	279	220	120	74	46	85	134	144	96	164	81	104	149	95	137	120	197	140	131	77	79	105	308	154
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376735	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	0	0	1	4	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0
CFL1P6	0	0	0	0	1	0	0	2	0	3	4	6	11	14	10	12	4	3	6	11	11	10	1	1	1	1	14	7
TARDBP	14463	11971	10988	12747	11540	10324	4106	2534	2839	4397	8371	6811	7152	7937	6536	12119	8936	10265	9239	9366	9795	7665	3691	2869	2917	4629	9408	11205
MASP2	74	114	88	77	132	85	158	102	81	171	470	44	80	52	95	108	75	167	170	168	107	115	170	129	124	177	81	615
SRM	5109	4157	4125	4388	3911	4162	594	440	585	700	1005	1456	1790	1731	1092	2297	1455	1331	1284	1446	1940	1504	669	538	416	548	2218	929
EXOSC10	5729	3504	3430	4456	4298	4000	1713	1941	1538	2147	4269	1699	2395	2323	1782	2394	2057	2628	1726	1916	1992	1862	1690	1577	1725	2395	2457	6596
LOC105376736	11	3	8	8	6	8	2	4	2	2	4	0	8	8	0	2	6	7	4	4	5	3	0	0	0	1	1	5
MTOR	7566	6013	5840	7956	5181	4858	1855	1458	1482	2465	4620	3409	3786	3640	3137	3709	3185	3973	2773	3047	3570	3131	2351	1550	1534	2380	3847	5345
MTOR-AS1	0	0	0	0	2	0	1	0	3	0	7	0	0	0	3	0	0	2	1	0	1	2	0	0	2	2	0	2
RNU6-537P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL7	3	26	2	4	15	2	0	33	0	6	17	5	4	8	0	7	3	1	395	52	135	3	7	2	0	0	6	0
RPL39P6	1	0	0	0	0	0	1	1	1	1	6	1	2	5	1	7	4	4	2	7	3	4	0	0	0	0	5	4
UBIAD1	2700	2770	2364	2761	2439	2154	535	284	336	786	1236	1306	1141	1276	1084	2004	1310	1569	1248	1481	1304	1386	567	397	491	580	1844	1532
UBE2V2P3	6	3	6	5	5	1	8	0	4	3	12	7	6	7	8	11	8	10	7	3	6	13	3	4	2	1	10	6
LOC105376737	3	9	3	7	6	3	3	0	0	1	10	3	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	15
LOC105376739	0	2	2	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376740	2	1	2	4	1	0	0	1	0	1	13	1	1	0	0	0	0	0	6	5	1	0	2	0	0	2	2	5
DISP3	678	1696	913	1118	1292	800	319	278	158	434	570	375	224	163	218	768	311	510	500	784	114	363	254	295	357	308	718	907
LOC101929181	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
FBXO2	59	74	50	102	50	89	18	14	10	24	46	33	52	28	27	51	12	20	26	26	26	8	22	28	17	31	36	43
FBXO44	1079	1005	823	1046	848	925	366	383	387	435	1121	357	385	421	257	555	383	398	412	526	767	525	449	450	389	494	537	1117
FBXO6	270	269	196	260	133	202	69	79	83	86	180	95	99	131	59	94	96	84	89	65	119	86	88	76	58	107	118	209
MAD2L2	5445	5504	5237	5528	4799	4644	970	797	892	1544	1880	2718	2116	2547	1965	4577	2736	2750	2730	3034	3089	2331	1213	1195	1103	1438	4577	2928
DRAXIN	440	2238	1057	1089	1653	526	282	208	189	1002	995	1120	451	455	1157	1898	1264	2614	1796	2799	856	1611	1024	540	838	863	3286	1936
AGTRAP	1093	995	486	767	815	1071	123	147	203	175	254	287	591	639	373	247	260	175	246	268	647	394	188	148	61	157	258	213
LOC101060126	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C1orf167	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
LOC102724659	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MTHFR	2292	1898	1809	2223	2072	1728	554	405	379	727	1299	949	896	792	821	1244	1076	1065	980	983	930	925	680	482	514	680	1151	1577
CLCN6	3090	3293	3268	4187	3345	2449	948	780	614	1209	1907	1676	1721	1341	1599	2277	1618	2072	1476	2082	1703	2072	1135	781	703	1268	1833	2528
NPPA-AS1	2	2	2	2	7	4	7	5	8	5	29	0	6	1	3	2	3	0	4	1	1	4	4	11	3	12	0	39
NPPA	37	63	95	94	45	51	19	11	12	11	30	27	12	11	14	75	12	7	23	24	5	7	4	4	17	15	20	17
NPPB	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	3	0	0	0	0	1	1	0
LOC390997	3	5	1	5	3	3	3	1	1	10	17	10	15	15	11	17	15	13	5	10	14	14	7	0	3	13	11	16
RNU5E-1	3	3	1	2	2	0	0	0	0	0	2	3	2	1	1	3	0	4	5	3	3	5	0	0	1	2	1	4
KIAA2013	3474	2951	2755	3336	3253	3082	478	397	465	668	887	1163	1566	1500	1163	1535	1051	1023	1066	1172	1567	1388	682	480	329	577	1563	997
PLOD1	8088	7517	5480	6735	5455	10664	952	1160	1727	1826	3191	3104	8058	6798	4106	3578	2917	3527	2357	2951	5259	3734	1852	1037	780	1215	2983	1780
MFN2	10469	8800	8446	9757	9013	8397	1756	1272	1384	2274	3960	4170	4654	4962	3907	5925	4189	4851	3474	4126	4910	4740	1911	1375	1295	2119	4968	4224
MIIP	857	1031	767	953	808	729	283	515	388	467	551	359	309	449	318	560	412	309	347	384	434	410	462	530	381	396	754	712
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	11	5	0	4	7	6	0	1	3	1	2	3	3	2	1	1	3	0	2	1	1	4	2	0	0	1	1	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	208	40	34	43	63	92	28	42	25	21	13	26	57	122	43	13	29	6	13	2	2	11	18	22	9	13	43	5
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984917	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC390998	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	4	0	0	2	4	3	1	0	0	0	3	1
VPS13D	5974	6514	4726	7162	5391	4777	1612	765	974	2042	4297	3751	3884	4200	3807	3455	3795	5385	3615	3893	4353	4717	1904	972	946	2064	4368	3461
SNORA59A	3	3	10	8	6	5	6	2	2	2	8	1	6	2	5	4	1	0	2	3	1	0	2	4	3	6	4	9
LOC105376744	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
DHRS3	148	288	107	127	137	139	133	153	92	437	162	309	102	195	217	808	169	338	1531	1052	691	440	94	122	288	280	604	902
MIR6730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
C1orf158	52	18	9	26	40	29	10	6	3	4	39	3	16	9	11	1	4	5	6	5	3	19	1	1	2	6	1	10
PRAMEF12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	18	16	22	20	12	10	13	4	8	11	14	38	25	31	27	43	41	21	30	25	31	29	8	7	5	8	38	16
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	7	2	2	2	4	3	1	2	2	2	11	22	12	16	24	27	23	18	17	15	9	16	0	3	3	0	30	9
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HNRNPCL2	8	8	8	9	5	7	1	1	7	2	18	31	27	29	26	64	40	29	36	35	25	23	6	3	4	8	47	25
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	4	5	3	1	0	0	1	0	0	0	5	4	3	6	5	7	8	8	8	6	8	5	0	1	1	1	8	5
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LRRC38	0	6	3	4	1	1	1	0	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
LOC102724856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	2387	6684	1397	2156	2754	2746	647	828	761	2031	1087	4169	4104	9176	4867	3312	3819	2863	3520	3162	8262	5286	2053	1303	683	2204	5538	2164
LOC107984919	4	11	3	1	5	2	7	2	9	8	8	11	2	12	11	6	10	5	14	3	4	8	25	6	10	22	19	57
LOC105378612	0	1	0	0	0	0	3	0	0	2	1	1	0	0	0	0	0	0	3	0	1	0	1	1	0	1	0	1
LOC105376756	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PRDM2	4117	4565	3616	4854	4555	2973	1277	822	826	1913	2724	2676	1861	2100	2341	4560	2845	4574	3367	3628	2621	3130	1616	1127	1056	1778	3972	4222
KAZN	1869	963	1587	1600	1122	922	439	255	288	303	1248	386	679	568	368	447	367	316	495	575	935	452	317	217	107	381	486	250
LOC107985467	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC107985468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376762	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TBCAP2	0	1	0	0	0	1	0	1	2	0	12	5	7	3	3	3	5	6	13	7	10	4	2	2	0	1	7	2
LOC105376759	0	0	0	0	0	0	0	0	0	0	29	1	0	1	1	0	1	0	1	3	4	2	0	0	0	1	0	0
LOC105376758	0	1	0	0	0	0	3	0	0	0	14	0	0	1	0	0	1	0	4	0	1	1	0	0	0	1	2	0
LOC107985469	1	2	2	3	0	1	3	0	1	3	15	0	0	0	1	0	0	2	4	2	5	2	2	0	4	2	1	0
TMEM51-AS1	7	7	7	13	9	12	0	2	0	1	11	5	7	11	6	1	5	6	20	13	5	10	10	9	6	11	7	16
TMEM51	434	539	202	296	325	537	17	71	77	39	89	133	332	318	173	139	143	150	201	210	338	283	115	73	30	139	190	119
C1orf195	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0
FHAD1	105	111	15	60	81	54	8	10	15	22	83	9	28	47	18	9	18	12	17	23	24	37	24	19	5	33	14	20
LOC101927417	13	4	1	6	10	9	0	2	4	1	3	1	4	2	3	2	2	0	1	0	2	4	1	0	1	3	0	0
LOC101927441	0	3	5	2	2	0	0	0	0	0	7	2	2	4	1	1	4	2	4	11	4	0	1	4	2	1	2	3
EFHD2	1414	2479	1343	2482	2573	1549	167	242	267	362	429	753	636	1769	780	856	829	758	693	765	1383	1069	479	353	251	436	1564	570
CTRC	0	3	0	0	3	0	1	4	7	4	7	0	0	0	0	0	0	0	0	2	0	0	7	4	9	0	0	21
CELA2A	1	1	2	4	2	0	1	0	0	0	3	0	3	0	0	2	5	2	0	1	0	0	0	0	2	3	1	7
LOC105376767	8	4	2	4	2	0	5	0	1	1	11	1	0	0	0	2	1	3	2	0	0	1	1	1	1	3	1	4
CELA2B	11	9	14	14	7	9	1	6	3	6	16	2	3	4	3	5	3	4	4	9	12	5	4	6	7	6	8	17
CASP9	903	1070	750	1451	860	723	228	252	221	262	517	481	331	566	325	596	458	445	405	427	629	600	223	189	191	378	632	712
DNAJC16	1940	1570	1462	1961	1884	1433	492	302	379	553	955	1061	1477	1295	1082	1255	1109	1211	1262	1009	1354	1404	495	319	329	586	1061	1135
AGMAT	13	8	5	2	10	4	3	2	12	2	13	11	8	5	5	10	8	3	5	2	1	4	4	2	1	1	5	2
LOC107985735	2	2	1	3	6	3	0	3	1	1	5	4	3	1	0	3	0	2	0	0	1	8	1	0	0	1	0	4
CHCHD2P6	383	351	375	410	405	344	151	46	107	265	197	428	349	339	357	372	201	346	392	536	531	486	125	81	76	85	418	143
CD24P1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	2	1	1	0	0	0	0	0	0	2	3
DDI2	319	262	249	380	250	242	56	26	35	96	122	212	145	172	172	199	194	243	172	163	214	183	92	31	36	63	244	108
RSC1A1	314	241	276	352	261	226	67	43	47	109	184	188	146	184	183	208	249	274	225	209	189	185	90	59	55	77	250	206
PLEKHM2	5905	5839	4756	5978	5149	5145	1129	891	1101	1699	2299	2189	2374	2566	2117	3052	2069	2334	1686	2434	2830	2615	1788	1154	1134	1607	3561	2448
SLC25A34	55	62	52	52	59	32	108	166	91	107	246	17	16	16	14	26	17	30	31	31	30	30	70	95	51	114	23	167
TMEM82	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
